source,repo,raw_id,url,title,body_or_excerpt,category,labels,author,created_at,updated_at,comment_count,comment_excerpt,fetch_status,fetch_method,fetched_at,dashboard_reporting_pain,metric_definition_confusion,semantic_layer_or_model_confusion_tied_to_reporting,stakeholder_reporting_need,export_or_spreadsheet_workaround,data_trust_or_reconciliation_issue,workflow_limitation_in_bi_reporting_tool,root_cause_or_explanation_handoff,install_deploy_debug_noise,auth_permission_setup_noise,generic_feature_request_without_user_pain,api_library_coding_issue,ci_cd_infrastructure_issue,beginner_tutorial_help,release_announcement,maintainer_internal_discussion_without_user_pain,persona_01_fit,persona_02_fit,persona_03_fit,persona_04_fit,persona_05_fit
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,12486,https://github.com/lightdash/lightdash/discussions/12486,Embedding on self-hosted · lightdash/lightdash · Discussion #12486 · GitHub,How to i enable the embedding feature on self-hosted setup of Lightdash?,Q&A,,Kasper-B,2024-11-18T15:15:47Z,2024-11-19T19:45:37Z,1,"Hey @Kasper-B right now embedding is only offered on paid plans of Lightdash. Right now it only works for Cloud customers, but we're working on an option for paid self-hosted customers to use embedding as well. That will be ready soon. If you're interested in learning more you can reach out here and we'll be in touch!",ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,weak,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,12386,https://github.com/lightdash/lightdash/discussions/12386,Demo Project not working (metrics not showing up) · lightdash/lightdash · Discussion #12386 · GitHub,"Hi everyone 👋 , I am just starting out with using dbt and lightdash and trying to learn how things work. I've been trying to setup a lightdash for a Data Warehousing project and to better understand the best practices and explore the functionalities offered, I've decided to setup the Jaffle shop demo project with DBT. However, The latest version of this demo repository on the DBT Github is not configured for displaying metrics to lightdash. ( repo link ) From the forked repository on the Lightdash Github for this same demo, the syntax is configured for some older version of DBT (incorrect syntax format error on dbt run), but I cannot figure out which version of dbt this uses to get it working with lightdash. ( repo link ) can someone help me with a workaround for this or point me where I can find documentation to fix the dbt version compatibility issue myself. Here are the error logs and dbt version I am using. :/mnt/jaffle_shop$ dbt run 04:19:00 Running with dbt=1.8.8 04:19:01 Registered adapter: postgres=1.8.2 04:19:01 Unable to do partial parsing because saved manifest not found. Starting full parse. 04:19:03 Encountered an error: Parsing Error Invalid metrics config given in FilePath(searched_path='models', relative_path='metrics.yml', modification_time=1731471528.5215216, project_root='/mnt/jaffle_shop') @ metrics: {'name': 'unique_customer_count', 'label': 'Unique customer count', 'model': ""ref('customers')"", 'description': 'Total number of customers', 'type': 'count_distinct', 'sql': 'customer_id', 'timestamp': 'created', 'time_grains': ['day', 'week', 'month', 'quarter', 'year']} - at path []: Additional properties are not allowed ('model', 'sql', 'time_grains', 'timestamp' were unexpected) :/mnt/jaffle_shop$ dbt --version Core: installed: 1.8.8 Plugins: - postgres: 1.8.2 - Up to date! Thanks",Q&A,,anirudhvsp,2024-11-13T04:21:10Z,2024-11-13T04:21:10Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,weak,weak,strong,weak,medium
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,11864,https://github.com/lightdash/lightdash/discussions/11864,Need help with calculate field · lightdash/lightdash · Discussion #11864 · GitHub,"I have a table where there can be multiple rows for each week. That is because a field I am calling on 'Total tutors in block' can be 1,2,3,4,5... - I then have a field that tells me how many 'Tutoring Blocks' happen, associated to the number from 'Total tutors in block'. I need a calculated field (or something similar) to get one row per week looking at 'Tutoring Blocks' / total 'Tutoring Blocks' for each of the 'Total tutors in block' records. In SQL it looks like this , sum(case when total_tutors_in_block = 1 then 1 else 0 end) as count_1_tutors where we group by Last lesson date week Any help appreciated!",Q&A,,RFleming12,2024-10-09T14:33:45Z,2024-10-09T14:33:45Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,weak,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1099,https://github.com/lightdash/lightdash/discussions/1099,What's one thing that you wish your BI tool could do that it doesn't do right now? · lightdash/lightdash · Discussion #1099 · GitHub,"https://media1.giphy.com/media/H7kfFDvD9HSYGRbvid/200w.gif?cid=82a1493bzsjtxkm17rrpiczmc6xg1qm0oa5c2li1hg2v2sj5&rid=200w.gif&ct=g Sometimes it's nice to imagine a place where your data lake is so perfect you just want to swim in it, your warehouse is organized so well, Mary Kondo would be proud, and your BI tool answers everyone's data questions before they even ask them. So, in the spirit of ""happy places"", constructive complaining, and feeding our product ideation backlog at Lightdash (:heart:) : What's one thing that you wish your BI tool could do that it doesn't do right now?",General,,TuringLovesDeathMetal,2022-01-05T16:39:56Z,2024-07-25T06:57:55Z,4,"....I'll go first: I wish my BI tool gave me relevant queries or plots when I'm trying to explore my data Imagine, opening up a BI tool, clicking on a table you want to explore, and the empty-state (before you've clicked on anything) is filled with suggested queries/charts for you: And having this similar ""relevant/popular data"" for a user on their homepage, when they open the app. This could be based on something like their product squad or role (what are other users in their product squad/role looking at?). Okay, sure, so you're able to curate your own BI tools using folders and homepages, etc. But a business and its data are dynamic , so trying to keep a perfectly curated, relevant set of dashboards/explores for everyone is just chaos (*shudders as she relives her experiences of this... || In the past we worked with YellowFin and it did just that ... show you what other people where looking for and with the explanation option it self explains the reports you are looking to with self-generatated text's and charts. Another tool doing that extremely well (not available anymore unfortunately) was DynamicAI. Their website is still up and the video's at the bottom-right show features and functionality unrivalled to this day although the look and feel is starting to show it's age. || Automatically delete unused dashboards and looks and then any code that only is used by these. If it doesn't bring you joy... || Charts are no the only thing users need to make desicions, the truth is that charts are made for presentations in a meeting, but a lot of users need to extract all kind of data and transform to analize it, and this mostly happen in excel. Charts are to meetings as Excel are to ops users. So it would be wonderfull if in lightdash one could design reports to just visualize them in tables and export them to excel (no CVS no JSON but in EXCEL). I have tested a few BI's but none of them can do just that, all of them generate data to visualize in charts.",ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,medium,weak,weak,medium
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,10832,https://github.com/lightdash/lightdash/discussions/10832,Filter Params to DBT · lightdash/lightdash · Discussion #10832 · GitHub,"I am a fan of optimization and simplicity (as everybody here) so i try to design our data model to not need extra tables just for reporting, the tables in the system logic are used to extract data in real time. So all of our query attemt to be as concise and fast as posible, and the way we achieve that is by sending to the DB engine the exact query we need. So in order to do that we define a dbt model with a predefined date filter, which i'd like to set in lightdash when i want to use that model, but i could not found how to achieve that because the predefined filter are over a column that are not defined as dimension, so, the question is, can i set those filters in lightdash? i just found a very little sql parameters that are passed to dbt (one of them are user/group attributes which let me say are marvelous function) but another kind of dtb parameter seems no to be allowed, this is correct? or could it be that i havent been capable of finding that function? Thanks",Q&A,,Nopalin,2024-07-25T07:10:42Z,2024-08-20T13:21:59Z,1,@Nopalin can you share the documentation for the dbt feature you're using in that model? I think what you need might be this: #4172 but I'm not sure I understand your question yet.,ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,6476,https://github.com/lightdash/lightdash/discussions/6476,Docker: SSL cerfificates Issues with connecting to postgresql database · lightdash/lightdash · Discussion #6476 · GitHub,"I am new to Docker & lightdash. I am getting issues connecting to an external database I get the following error ""Error running postgres query: Error: self signed certificate in certificate chain"" I am unsure how to update the certificates using Docker Compose.",General,,durantsmedia,2023-07-25T14:01:28Z,2024-07-17T20:18:49Z,3,"Hey @durantsmedia where are you hosting your postgres database is it running locally on your machine? || hello @owlas , I am running it on a self-hosted server. I have tested with two independently managed Postgresql instances, and I get the same errors. When I use the development environment on my machine (using dbt or lightdash dbt commands), it connects to the same database server with no errors. I suspect it is because the database uses letsencrypt SSL certificates. || Facing this same issue here: local dbt, local postgresl, docker-compose lightdash installation -- UPDATE -- This workaround works: #6520 (reply in thread)",ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,weak,weak,strong,weak,medium
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,9958,https://github.com/lightdash/lightdash/discussions/9958,What happens to user created dashboards when that user is removed from Lightdash? · lightdash/lightdash · Discussion #9958 · GitHub,One of our Lightdash users who has created lots of dashboards that are being used continuously by various stakeholders is leaving the organization. What happens to the dashboards he created once we remove him as a user from Lightdash? I'm pretty new to Lightdash so this may be a very basic question but I couldn't find an answer in the documentation.,Q&A,,lenevdm,2024-05-02T07:15:38Z,2024-07-16T15:47:22Z,1,"Hi @lenevdm , sorry for the long wait on getting a reply, but just to clarify, when someone is removed/deleted from Lightdash, the charts/dashboards they created will remain in lightdash, so it won't perform a cascaded deletion. However , their syncs/scheduled deliveries will. Hope this answers your question!",ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,medium,medium,weak,weak,medium
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,9836,https://github.com/lightdash/lightdash/discussions/9836,Lightdash as an open access data visualisation platform? · lightdash/lightdash · Discussion #9836 · GitHub,"Hi everyone, I'm on a mission to find the best platform for a little open source project that I'm working on. I'm looking to piece together a data visualisation platform for sharing (in the public domain) datasets related to sustainable finance. The idea is that anyone who accesses the website would be able to access a frontend connected to the datasets and play around with the data (and download CSV pulls of what they come up with). The frontend users of course would need to have only read-only permission to the master databases. On the backend, I'd manage the connections to those (etc). I'm not sure (from a userflow perspective) which of these two pathways makes more sense: -> Total ""open access"" - anyone can access the play with the data with the knowledge that whatever they create is ephemeral and will be overwritten as soon as somebody else ""joins in"" (or simultaneously!) -> A middle ground. Anyone can register for a self-service account. The account is also read only versus the backing database but the users can save their own visualisations because ... it's their account. Ideally the account would be prepopulated with a set visualisation (such as a dashboard) that is ""fixed"" and can't be modified. The intention of this would be really as a teaser: here's what you can create. Get going! My question: can either of these setups be implemented with reasonable ease? Many thanks!",General,,danielrosehill,2024-04-19T14:37:37Z,2024-04-19T14:37:37Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,medium,weak,medium,weak,medium
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,9564,https://github.com/lightdash/lightdash/discussions/9564,Developer to UAT to Production for questions and dashboard configuration · lightdash/lightdash · Discussion #9564 · GitHub,"Hi Community, Quick question: how do you propagate newly created question and dashboard configurations from one environment to another? Scenario: business user create ticket for a new dashboard based on existing (unchanged) dbt structure and lightdash metrics and dimensions. developer creates the new dashboard on her local environment. Developer is satisfied the dashboard meets the requirements. developer wishes to package the new dashboard definition from her local environment and deploy it on a UAT server without having the 'recreate' it using the webui. How does one capture webui changes, package them for upstream deployment? Thanks! Chuck Boecking",Q&A,,cboecking,2024-03-27T18:54:20Z,2024-04-03T19:39:51Z,1,Is this possible? Chuck,ok,public_html,2026-04-26T13:59:50.646550+00:00,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,medium,weak,medium,medium,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,9570,https://github.com/lightdash/lightdash/discussions/9570,Is the lightdash Dashboard embedding also included in the open-source version? · lightdash/lightdash · Discussion #9570 · GitHub,I'm thrilled to see that the lightdash Dashboard embedding is now available as a preview on the cloud version. Is it also accessible on the open-source/self-hosted version?,Q&A,,dvyach,2024-03-28T12:54:30Z,2024-03-28T12:54:30Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,medium,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,7760,https://github.com/lightdash/lightdash/discussions/7760,Could not connect to Lightdash server. · lightdash/lightdash · Discussion #7760 · GitHub,"Hi there! I am new in Lightdash, and trying to start new project. I ve already created dbt project and pushed it in github. After filling necessary fields in postgres connection and dbt connection I cant test&compile project. See attached screenshot of the problem. Even though error says that there is something wrong with host and port, i can start lightdash using that host and ip.",Q&A,,kabidollayev,2023-11-01T08:51:18Z,2023-11-01T08:51:18Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,weak,weak,weak,weak,weak
