episode_id,source,source_tier,denominator_eligibility_category,denominator_exclusion_reason,technical_noise_confidence,business_context_signal_count,technical_noise_signal_count,normalized_episode_excerpt
adobe_analytics_community::90926::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,Exclude visitors that have visited a link in the last 12 months Hi I am trying to understand how many customers in the last 30 days have come to my site that have checked their shopping cart out in the last 12 months. When I try to run this my data looks wrong and believe it's...
adobe_analytics_community::89957::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,2,"Unspecified Line item with AA product string builder Hi everyone, in one of the e-commerce events, such as scPurchase, i am trying to set the variables for products and payment as suggested in the AA product string builder guide (https://techdocs.searchdiscovery.com/adobe-solu..."
adobe_analytics_community::93362::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,please delete the schedule for auto E-mail. Please delete all the content which scheduled from [mh.j15y.noh@misumi.co.kr]I can't figure out how can stop this.**data warehouse no-reply@omniture.com Please delete all the content which scheduled from [mh.j15y.noh@misumi.co.kr]I c...
adobe_analytics_community::91421::01,adobe_analytics_community,supporting_validation_source,api_sdk_debug_noise,"Primary signal is API, SDK, or integration debugging without enough business workflow context.",1.0,0,2,"Lookup fields difference between CJA and Data Stream Hi, We are migrating to CJA from AA, due to some reasons, part of the web sites have to stay with App Measurement and thus data are collected in 2 routes to CJA. Normal Web SDK / Edge / Data Stream for revamped/new sitesApp..."
adobe_analytics_community::91645::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Identify multiple instances in a listvar for the same visitor Hi Team,I have a listvar that contains supplierName, supplierID and productType. I'm trying to ascertain if a unique visitor is subscribed to more than one supplier. I'm using experience cloud id to drop all unique..."
adobe_analytics_community::90955::01,adobe_analytics_community,supporting_validation_source,setup_auth_permission_noise,"Primary signal is setup, authentication, permission, or access troubleshooting without enough business context.",1.0,0,2,"The data warehouse does not load any information Hello. When I access the data warehouse from the tools option and click on the Add button, it does not generate any additional information, it only shows me the loading icon. This is due to the level of permissions I have enable..."
adobe_analytics_community::92712::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Getting ""None"" Marketing channel detail when break down with marketing channel If I break down the marketing channel with marketing channel detail am getting the none value. can you please tell the why it was happening If I break down the marketing channel with marketing chann..."
adobe_analytics_community::248294::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Pinterest Ads showing no referring domain Hi everyone, Noticing in our data that the majority of iOS data from Pinterest (identified with campaign codes) comes in with an unspecified referrer and referring domain in Adobe Analytics. Wondering if the team knows of any reason th..."
adobe_analytics_community::91013::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Regarding Subtotal in analytics freeform table Hi there, Currently when I was facing trying to use a feature in AA freeform table it seems like the data is incorrect.Refer the screenshot below In the above mentioned screenshot, the left freeform is created using drag and drop..."
adobe_analytics_community::92029::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,Creating direct channel segment I am trying to build a custom segment to single out Direct traffic for the website. This would also include any traffic which was classified as 'none' in the past. How can this be done? I am trying to build a custom segment to single out Direct...
adobe_analytics_community::89754::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,4,"Extract Data from Adobe Analytics into Power BI Hello! I am trying to extract data from Adobe Analytics in Power BI Desktop and I need some advices/guidance, please. 1. I've tried to use the Adobe Analytics Connector from PBI, but it doesn't work very well so this in not an op..."
adobe_analytics_community::90165::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"How to pull revenue by DMA by day? Hi- I was wondering if there was an easy way to pull revenue by day by DMA over a span of time? I am having a trouble getting to this view even in the Data Warehouse when I select ""daily"" breakdown. Hi I was wondering if there was an easy way..."
adobe_analytics_community::249234::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Getting None in my Direct Marketing Channel Detail In our marketing channel set up we saw a spike in traffic coming into our Direct Channel. In the marketing channel detail it is all going into None, where the rule is set to show what page it is on. We have no changed anything..."
adobe_analytics_community::2759::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Description&nbsp;&nbsp;My use case:I need to segment and select values for only some of our internal marketing ID's (let's say my ""wanted"" list involves ID's ""A"", ""B"" and ""C"" and my filter is therefore: ""equals any of A, B, C""). The filter"
adobe_analytics_community::93669::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Classification Set - Incorrect Unique Value I've updated my classification set but it's saying i have 2 unique values, but I only have one (""AI""). Is this a problem, or is that fine? I wonder why it's registering as 2. I've updated my classification set but it's saying i have..."
adobe_analytics_community::91640::01,adobe_analytics_community,supporting_validation_source,api_sdk_debug_noise,"Primary signal is API, SDK, or integration debugging without enough business workflow context.",1.0,0,2,"Update/Delete Data warehouse account Hi there, I created an account during the creation of a data warehouse request process, but I can't seem to find the option to update/delete the account name/description etc once created. How can I do that? Thank you. Hi there, I created an..."
adobe_analytics_community::248284::01,adobe_analytics_community,supporting_validation_source,setup_auth_permission_noise,"Primary signal is setup, authentication, permission, or access troubleshooting without enough business context.",1.0,0,2,"CJA - Derived Field Persistence showing multiple values when ""orginal"" selected. Working with derived fields to calculate the time difference between users starting on page A and the time they took to start page B. Have setup a derived field that uses a case when statement to..."
adobe_analytics_community::89599::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"how come for percentage of alert rule I created the rule for checking some number which is anomaly. the alerte show this message Daily Visits was 4,015 which was 3,494% above expected. This is statistically significant. The filters applied were : xxxi would like to know how to..."
adobe_analytics_community::93147::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Time Difference between two events in CJA Hi,I would like to determine the duration between a user viewing the product section and subsequently clicking on the product card, assuming that both the product section viewed event and the product card click event are being captured..."
adobe_analytics_community::12713::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Over the last six weeks, we’ve covered a wide variety of topics surrounding CJA.&nbsp; We’ve covered Golden Nuggets, Tips &amp; Tricks, Best Practices,&nbsp; Integrations, and Use Cases. &nbsp;This week we’ll wrap up with a second helping of Tips &amp; Tricks. Marketing channe..."
adobe_analytics_community::90430::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Different counts for UVs and Visits for same segment when selecting 1 day vs a range Hi, Using the same Visit level segment - but get different numbers when selecting 1 day vs selecting a range. Is this due to visit overlap between 2 days or the sessionization? ThoughtsThxSM_A..."
adobe_analytics_community::248703::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"CJA Alert Builder Multiple Days of Week Question Hi CJA Experience League🖐. Having looked through related topics, I don’t think this question has been asked before. I’m new to CJA so any recommendations or solutions would be greatly appreciated. In AJO (don’t worry this will b..."
adobe_analytics_community::93328::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,4,"AA/CJA Next or Previous Item panel Hey team, Is anyone else experiencing issues with the Next or Previous Item panel in AA and CJA? We’re able to drag and drop the panel and select dimensions and dimension items as usual, but when we try to build the panel, we receive an error..."
adobe_analytics_community::93228::01,adobe_analytics_community,supporting_validation_source,setup_auth_permission_noise,"Primary signal is setup, authentication, permission, or access troubleshooting without enough business context.",1.0,0,3,"Mapping for iOS context data Hi all,We’re experiencing an issue in our production environment where iOS orders are not being correctly tracked under the Platform (eVarX) dimension in Adobe Analytics. Instead, the data is falling under Unspecified. However, android traffic is b..."
adobe_analytics_community::93703::01,adobe_analytics_community,supporting_validation_source,source_specific_support_noise,Primary signal is source-specific support or vendor-help flow rather than business workflow pain.,1.0,0,1,"Incorrect Segment Average Time Spent on Site Hi, I have a page view with two eVars set. When I use one eVar it shows an Average Time Spent as X minsWhen I use eVar1 and eVar2 then Average Time Spent is 50% of what I see when evar1 is taken How is that possible? Is there someth..."
adobe_analytics_community::91561::01,adobe_analytics_community,supporting_validation_source,api_sdk_debug_noise,"Primary signal is API, SDK, or integration debugging without enough business workflow context.",1.0,0,4,"getNewRepeat plugin implemented in web SDK implementation showing lot of unspecified values I have implemented getNewRepeat plugin, however, it is showing a lot of 'unspecified' values. When I check in the debugger I do see visits as 'New' or 'Repeat' what can be the reason fo..."
adobe_analytics_community::92345::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,4,"Data warehouse extract ERROR I'm re-querying the existing job w/ destination being GCP bucket, but for some reason it says ""Error - Failure To Send"" and the email notification received tells the below error. Could someone help what does this err mean and how we could tackle it..."
adobe_analytics_community::250078::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Spike in Direct Traffic vs SEO Hi!!Since late december 25, beginning january 26, we have noticed a spike in Direct / Bookmarked traffic and a drop in SEO. The only reason we could find was that the spike corresponds to an update to iOS 26.We can see clearly the impact iOS had..."
adobe_analytics_community::93361::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,3,API server hit vs Adobe analytics visit count why is there a difference between the visit count and the API server hit number?what is the difference and relation between the 2? why is there a difference between the visit count and the API server hit number?what is the differen...
adobe_analytics_community::89946::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,Import offline data to Adobe Analytics using Customer Attributes Hello.I'm trying to import some commerce data to Adobe Analytics. To do that I'm testing Customer Attributes with a csv file. I'm not sure of the necessary steps that I should take.The approach that I'm using for...
adobe_analytics_community::92249::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Is it possible to create Alert for Last week same day data or Yesterday data or Lastmonth same day, can say Trading alert for Unique visitors I want to create Daily alert which gives Unique visitors data of current day, Last week same day and last month same day. I am not seei..."
adobe_analytics_community::89278::01,adobe_analytics_community,supporting_validation_source,api_sdk_debug_noise,"Primary signal is API, SDK, or integration debugging without enough business workflow context.",1.0,0,2,"Marketo data integrated with Adobe Analytics Hello,I am looking to start integrating Marketo data with Adobe Analytics and I am struggling to understand the Adobe API endpoints. None of the API 2.0 documentation seems to work for what I am trying to integrate from Marketo. Are..."
adobe_analytics_community::92848::01,adobe_analytics_community,supporting_validation_source,api_sdk_debug_noise,"Primary signal is API, SDK, or integration debugging without enough business workflow context.",1.0,0,3,"Adobe Data Collection using the ACDL extension Is there documentation (or better yet a tutorial) that shows how to set up in Adobe Data Collection using the ACDL extension? We aren't ready to go to Web SDK yet, so just looking for Analytics instructions. What is the difference..."
adobe_analytics_community::91046::01,adobe_analytics_community,supporting_validation_source,api_sdk_debug_noise,"Primary signal is API, SDK, or integration debugging without enough business workflow context.",1.0,0,2,"Can edit user by csv be used to update email and username Is it possible to use the 'edit user by csv' to update a username/email for a user (name change) and they will still have access to all their saved Workspaces since their ""ID"" won't be changing? I need to do this for ab..."
adobe_analytics_community::247699::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,2,Unspecified Filter Option (Grayed Out) I’ve recently observed that I no longer have the ability to check/un-check the Include unspecified (none) option when filtering data within a Freeform Table.Is this a known bug or update from a recent release? I’ve recently observed that...
adobe_analytics_community::93320::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"How do I create a new ""set classification"" grouping in classification ruler builder? I want to create under ""set classification"" when I'm in rule builder. Where do I create this? The classification set is a drop down where we can create more groupings. I want a new grouping cr..."
adobe_analytics_community::91133::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,2,"Troubleshooting Last-Touch Channel Segmentation: Organic vs. Paid Channels I am trying to create a segment to group the last touch channels into an Organic Group and a Paid Channel. For the organic group, I tried two different rules to test the segments. In the first segment,..."
adobe_analytics_community::89605::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Data warehouse Granularity ""minutes"" option not available Under Granularity drop down, ""minutes"" option not available. Is their way that we can use ""Minutes"" in data warehouse."
adobe_analytics_community::89675::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Adobe Alert - How do they calculated ""expected"" value I have an alert that the daily visits were 35% above expected - how does adobe calculate the ""expected"" value (and thus are able to calculate the % above/below)? I have an alert that the daily visits were 35% above expected..."
adobe_analytics_community::12709::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Over the last three weeks, we have looked at CJA Golden Nuggets, Tips &amp; Tricks, and Best Practices.&nbsp; Today we will look at integrating CJA with other data and tools that can unlock new insights for your organization.&nbsp; Here we’ll look primarily at bringing data in..."
adobe_analytics_community::12719::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,Introduction Embarking on utilizing Adobe Customer Journey Analytics (CJA) as a practitioner might seem daunting at first.
adobe_analytics_community::90770::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"New Data Warehouse UI: A step forward but needs worh Edit: Added as an Idea. Thanks to @jennifer_dungan, for some reason I'm unable to reply to your comment (or mine) Our account was switched over to AA's new Data Warehouse UI. The old UI was buggy, cramped and quite limited...."
adobe_analytics_community::89630::01,adobe_analytics_community,supporting_validation_source,setup_auth_permission_noise,"Primary signal is setup, authentication, permission, or access troubleshooting without enough business context.",1.0,0,3,"Difference between visits and logins Hi, I am trying to find unique number of logins through Adobe analytics. This is in a mobile app journey. I am using below formula for visits: concat(post_visid_high,'|',post_visid_low,'|',visit_num,'|',visit_start_time_gmt) But is there po..."
adobe_analytics_community::90871::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,3,Data Warehouse shows error while saving On changing the scheduled time for different hours of the day still getting same error.
adobe_analytics_community::2781::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,2,Data Warehouse - different format option than just CSV files One suggestion that I would love to make to the Adobe team is - can we ask them to offer other data format options other than just CSV files?&nbsp; &nbsp; If the file format could be a modern file format like parquet...
adobe_analytics_community::91927::01,adobe_analytics_community,supporting_validation_source,source_specific_support_noise,Primary signal is source-specific support or vendor-help flow rather than business workflow pain.,1.0,0,2,Unknown values are capturing in eVar Unknown values are capturing in eVar and Not able to reproduce the issue. any solution for this issue to avoid Unknown values. Unknown values document - https://experienceleague.adobe.com/en/docs/analytics/technotes/unspecified Unknown valu...
adobe_analytics_community::12687::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,2,"Introduction Adobe Customer Journey Analytics (CJA) can be thought of as a detailed and intricate mosaic. Just like in a mosaic where each tile has its own unique color and texture, in CJA, each tile represents a unique dataset. These tiles, with their different colors and pat..."
adobe_analytics_community::247908::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,2,"Getting significant Amount of None Traffic Hello togehter,We see an unusually high volume of traffic with the source set to “None” in an Adobe form. For me It is currently unclear why this traffic is not attributed correctly. Based on the Marketing Processing Rules, do you see..."
adobe_analytics_community::94104::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"No custom date ranges on Mobile Scorecards Hi all,I thought we would be able to use custom date ranges on the mobile scorecard builder starting April 22nd, 2021 (based on what I read here) but nothing has changed on my account. Is anyone else experiencing the same thing?The in..."
adobe_analytics_community::90519::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Anomaly detection not available in Alerts Hi there, I'm trying to set up a daily alert if the conversion rate is above or below the anomaly detection / 2 standard deviations in the last 35 days (as per Adobe's calculation). However this is not an option available on Analytics,..."
adobe_analytics_community::91466::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,DTM & Launch switch not capturing environments DTM and Launch switch is not capturing the environments in the drop-down event when follow the mentioned steps and take it back to the environments tab in my web property. DTM and Launch switch is not capturing the environments in...
adobe_analytics_community::91119::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,why unspecified is captured in marketing channel processing rules why unspecified is captured in marketing channel processing rules.
adobe_analytics_community::92149::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,2,"Visits and Unique visitors segment hi, everybody. i've encountered an unspecified hits on my page name from visits and unique visitors segment. other parameters like page url are also unspecified.i used the build information and shows that most of the unspecified hits are from..."
adobe_analytics_community::90548::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"how to factor in time spent per visit at a page level Hello, I have a question that ive hit a wall with. I have a segment. Lets say it is made up of 9 different pages. This segment is at a visit levelPage A then Page B then Page C then Page D then Page E .......... then Page H..."
adobe_analytics_community::92509::01,adobe_analytics_community,supporting_validation_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Reduced Visits on Android Chrome Mobile Web from Oct 12 Hello Everyone, I've noticed a significant drop in visits to my Android mobile website (accessed through Chrome) starting from October 12. The traffic has decreased noticeably, and I am trying to understand the cause of t..."
domo_community_forum::52700::01,domo_community_forum,exploratory_edge_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Is it possible to hide the PDP symbol on cards to end users? Hi, I have a DataSet and a PDP specified for it. End users of cards which use that DataSet see a shield-like icon like in their cards. It sometimes overlaps over the Data Tables associated to some cards, hiding value..."
domo_community_forum::53949::01,domo_community_forum,exploratory_edge_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,Need Ideas/Help for Creating a Card There are orders (non-unique) that can have multiple services assigned to them and can also have different vendors assigned. Trying to identify a way in Domo to weed out some orders that fit these criteria: * If an order has 2 or more servic...
domo_community_forum::61855::01,domo_community_forum,exploratory_edge_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"How do i insert a line break in a cell in Ag Gid Domo table? Hello all, I have plugged AG Grid framework with Domo. Below is the AG Grid Table with multiple values separated by ',' inside a cell. But I want a line breaker after each value. I tried to replace ',' by '\n' using..."
domo_community_forum::18143::01,domo_community_forum,exploratory_edge_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Formatting Heatmap and Table card On a heatmap, is there a way to add titles to the top (instead of the bottom, or both) and have totals at the end of the column or rows? For a table card, is there a way to add a blank column in the middle? I have six columns, but want a blank..."
domo_community_forum::62603::01,domo_community_forum,exploratory_edge_source,source_specific_support_noise,Primary signal is source-specific support or vendor-help flow rather than business workflow pain.,1.0,0,1,PIVOT TABLES Is there a way to switch the values of a pivot table to show on the row instead of the column? Here is an example from PowerBI of what I am looking to do. column headers would = month calc 1-3 would be beast mode calcs Is there a way to switch the values of a pivo...
domo_community_forum::57037::01,domo_community_forum,exploratory_edge_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Card Color Rules - Preserve Condition When Changing Column I sometimes find that I need to swap out the columns in my color rules, but I need to preserve the condition that was configured for the previous column. Right now when I change the column, the rule clears out and I ha..."
domo_community_forum::20420::01,domo_community_forum,exploratory_edge_source,source_specific_support_noise,Primary signal is source-specific support or vendor-help flow rather than business workflow pain.,1.0,0,1,"Beast Mode Help: Summary number to show % of transaction type I have a dataset where there is a column name 'Ship Via Group' that contains three distinct values. One of which, ""Counter / WC"" I need to show in the summary number for the card - ""What percentage of orders are Cou..."
domo_community_forum::53016::01,domo_community_forum,exploratory_edge_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,DataFusion Colorblind I am wondering if there is a way to activate a colorblind mode for DataFusion? Or is there a way to change the coloring or the dataset columns. I am not able to differentiate between the red and green ones. I am wondering if there is a way to activate a c...
domo_community_forum::33243::01,domo_community_forum,exploratory_edge_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,1,"Is it possible to create drill down view while using power point plugin? When using power point plugin, is it possible to create a drill down view for a card?"
domo_community_forum::35053::01,domo_community_forum,exploratory_edge_source,server_deploy_config_noise,"Primary signal is server, deployment, connector, or configuration troubleshooting without enough business workflow context.",1.0,0,5,"Airtable connector not working? Is the Airtable connector working for anyone? I have tested it and it always fails wits error “Domo is ready, but table is a required field.”, but all settings are filled correctly. Is the Airtable connector working for anyone? I have tested it..."
