raw_id,url,title,created_at,tags,matched_keywords,classification,specificity_score,is_valid,is_prefiltered,episode_count,labeled_count,persona_core_count,persona_01_count,persona_02_count,persona_03_count,persona_04_count,persona_05_count,selected_example_count,query_seed
72371933,https://stackoverflow.com/questions/72371933/unable-to-countrows-dataset-b-from-tablix-with-dataset-a-scope-looking-for-alte,"Unable to COUNTROWS dataset B from tablix with dataset A scope, looking for alternate solutions",2022-05-25T04:23:13+00:00,"['sql-server', 'reporting-services', 'powerbi', 'reportbuilder']","['reportbuilder', 'reporting-services', 'tablix']",export_layout_delivery_pain,3,True,True,1,1,1,1,0,0,0,0,0,metric_definition_conflict__reporting_services__calculated field
67115725,https://stackoverflow.com/questions/67115725/ssrs-inserting-blank-page,SSRS inserting blank page,2021-04-15T20:36:38+00:00,"['reporting-services', 'subreport', 'page-break']","['reporting-services', 'ssrs', 'tablix']",export_layout_delivery_pain,3,True,True,1,1,1,1,0,0,0,0,0,metric_definition_conflict__reporting_services__calculated field
71505655,https://stackoverflow.com/questions/71505655/ssrs-expressions-nested-iif-with-sum-not-working,SSRS Expressions Nested IIF with SUM not working,2022-03-17T00:12:11+00:00,"['sql-server', 'reporting-services', 'reportbuilder', 'ssrs-2016']","['reportbuilder', 'reporting-services', 'ssrs']",export_layout_delivery_pain,3,True,True,1,1,1,1,0,0,0,0,0,metric_definition_conflict__reporting_services__calculated field
75653747,https://stackoverflow.com/questions/75653747/how-to-calculate-the-date-difference-for-each-record-then-average-that,"How to calculate the date difference for each record, then average that?",2023-03-06T17:04:39+00:00,"['sql', 'reporting-services', 'reportbuilder', 'ssrs-2016']","['reportbuilder', 'reporting-services', 'ssrs']",generic_ssrs_syntax_debug,3,True,True,1,1,1,1,0,0,0,0,0,metric_definition_conflict__reporting_services__calculated field
78760872,https://stackoverflow.com/questions/78760872/is-there-a-way-in-ssrs-to-only-display-specific-parts-of-a-report-when-rendered,"Is there a way in SSRS to only display specific parts of a report when rendered in MHTML, vs when it is rendered in the Report Viewer?",2024-07-17T17:32:03+00:00,['reporting-services'],"['report viewer', 'reporting-services', 'ssrs']",export_layout_delivery_pain,3,True,True,1,1,1,1,0,0,0,0,0,metric_definition_conflict__reporting_services__calculated field
75322155,https://stackoverflow.com/questions/75322155/ssrs-column-group-division-query,SSRS Column group division query,2023-02-02T10:58:30+00:00,"['reporting-services', 'reportbuilder3.0']","['reportbuilder', 'reporting-services', 'ssrs']",generic_ssrs_syntax_debug,3,True,True,1,1,1,1,0,0,0,0,0,metric_definition_conflict__reporting_services__calculated field
75653747,https://stackoverflow.com/questions/75653747/how-to-calculate-the-date-difference-for-each-record-then-average-that,"How to calculate the date difference for each record, then average that?",2023-03-06T17:04:39+00:00,"['sql', 'reporting-services', 'reportbuilder', 'ssrs-2016']","['reportbuilder', 'reporting-services', 'ssrs']",generic_ssrs_syntax_debug,3,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__sql__rows total
68773144,https://stackoverflow.com/questions/68773144/exporting-data-from-ssrs-to-a-csv-file-adds-lots-of-quotation-marks-how-do-i-ge,Exporting data from SSRS to a .csv file adds lots of quotation marks how do I get just one set?,2021-08-13T13:25:48+00:00,"['csv', 'reporting-services', 'reportbuilder3.0']","['reportbuilder', 'reporting-services', 'ssrs']",export_layout_delivery_pain,3,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__reporting_services__export csv
74389143,https://stackoverflow.com/questions/74389143/ssrs-expression-to-calculate-total-based-on-daily-counts-that-have-conditions,SSRS expression to calculate total based on daily counts that have conditions,2022-11-10T12:37:47+00:00,"['reporting-services', 'ssrs-tablix', 'ssrs-2016']","['reporting-services', 'ssrs', 'tablix']",export_layout_delivery_pain,3,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__reporting_services__rows total
75653747,https://stackoverflow.com/questions/75653747/how-to-calculate-the-date-difference-for-each-record-then-average-that,"How to calculate the date difference for each record, then average that?",2023-03-06T17:04:39+00:00,"['sql', 'reporting-services', 'reportbuilder', 'ssrs-2016']","['reportbuilder', 'reporting-services', 'ssrs']",generic_ssrs_syntax_debug,3,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__reporting_services__rows total
71505655,https://stackoverflow.com/questions/71505655/ssrs-expressions-nested-iif-with-sum-not-working,SSRS Expressions Nested IIF with SUM not working,2022-03-17T00:12:11+00:00,"['sql-server', 'reporting-services', 'reportbuilder', 'ssrs-2016']","['reportbuilder', 'reporting-services', 'ssrs']",export_layout_delivery_pain,3,True,True,1,1,1,1,0,0,0,0,0,segmentation_breakdown_confusion__sql_server__group by wrong
74389143,https://stackoverflow.com/questions/74389143/ssrs-expression-to-calculate-total-based-on-daily-counts-that-have-conditions,SSRS expression to calculate total based on daily counts that have conditions,2022-11-10T12:37:47+00:00,"['reporting-services', 'ssrs-tablix', 'ssrs-2016']","['reporting-services', 'ssrs', 'tablix']",export_layout_delivery_pain,3,True,True,1,1,1,1,0,0,0,0,0,segmentation_breakdown_confusion__reporting_services__distinct count
74211851,https://stackoverflow.com/questions/74211851/ssrs-multi-column-report-row-visibility,SSRS Multi Column Report Row Visibility,2022-10-26T17:25:51+00:00,['reporting-services'],"['reporting-services', 'ssrs', 'tablix']",export_layout_delivery_pain,3,True,True,1,1,1,1,0,0,0,0,0,segmentation_breakdown_confusion__reporting_services__group by wrong
69048501,https://stackoverflow.com/questions/69048501/displaying-field-value-in-ssrs-report-header-with-custom-code,Displaying field value in SSRS Report Header with custom code,2021-09-03T17:08:46+00:00,"['reporting-services', 'header']","['report-builder', 'reporting-services', 'ssrs']",export_layout_delivery_pain,3,True,True,1,1,1,1,0,0,0,0,0,segmentation_breakdown_confusion__reporting_services__group by wrong
71505655,https://stackoverflow.com/questions/71505655/ssrs-expressions-nested-iif-with-sum-not-working,SSRS Expressions Nested IIF with SUM not working,2022-03-17T00:12:11+00:00,"['sql-server', 'reporting-services', 'reportbuilder', 'ssrs-2016']","['reportbuilder', 'reporting-services', 'ssrs']",export_layout_delivery_pain,3,True,True,1,1,1,1,0,0,0,0,0,segmentation_breakdown_confusion__reporting_services__group by wrong
78587083,https://stackoverflow.com/questions/78587083/ssrs-merge-row-if-same-values,SSRS Merge row if same values,2024-06-06T13:49:07+00:00,"['reporting-services', 'reportbuilder']","['reportbuilder', 'reporting-services', 'ssrs']",true_reporting_workflow_pain,3,True,True,1,1,1,1,0,0,0,0,0,segmentation_breakdown_confusion__reporting_services__group by wrong
75322155,https://stackoverflow.com/questions/75322155/ssrs-column-group-division-query,SSRS Column group division query,2023-02-02T10:58:30+00:00,"['reporting-services', 'reportbuilder3.0']","['reportbuilder', 'reporting-services', 'ssrs']",generic_ssrs_syntax_debug,3,True,True,1,1,1,1,0,0,0,0,0,segmentation_breakdown_confusion__reporting_services__group by wrong
68476633,https://stackoverflow.com/questions/68476633/iif-statement-is-showing-a-0-where-i-know-there-is-a-value,IIF statement is showing a 0 where I know there is a value,2021-07-21T21:25:41+00:00,"['sql', 'reporting-services']","['reporting-services', 'ssrs']",generic_ssrs_syntax_debug,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__sql__wrong total
76436682,https://stackoverflow.com/questions/76436682/expression-if-statement-ignored-conditions-on-few-columns,Expression IF statement ignored conditions on few columns,2023-06-09T01:42:14+00:00,"['sql', 'sql-server', 'reporting-services']","['reporting-services', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__sql__wrong total
76436682,https://stackoverflow.com/questions/76436682/expression-if-statement-ignored-conditions-on-few-columns,Expression IF statement ignored conditions on few columns,2023-06-09T01:42:14+00:00,"['sql', 'sql-server', 'reporting-services']","['reporting-services', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__sql_server__wrong total
71859828,https://stackoverflow.com/questions/71859828/group-by-and-coalesce-cannot-be-combined-gives-an-error,"Group-by and coalesce cannot be combined, gives an error?",2022-04-13T15:11:43+00:00,"['sql', 'sql-server', 'reporting-services', 'group-by', 'coalesce']","['reporting-services', 'ssrs']",metric_validation_or_total_mismatch,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__sql_server__not matching
71483439,https://stackoverflow.com/questions/71483439/how-to-create-zero-count-rows-in-recordset-in-power-query-power-bi-when-summar,How to create zero-count rows in recordset in Power Query / Power BI when summarizing data,2022-03-15T13:51:41+00:00,"['powerbi', 'powerquery', 'powerbi-paginated-reports']","['paginated report', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__powerbi__not matching
71483439,https://stackoverflow.com/questions/71483439/how-to-create-zero-count-rows-in-recordset-in-power-query-power-bi-when-summar,How to create zero-count rows in recordset in Power Query / Power BI when summarizing data,2022-03-15T13:51:41+00:00,"['powerbi', 'powerquery', 'powerbi-paginated-reports']","['paginated report', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__powerquery__not matching
72413552,https://stackoverflow.com/questions/72413552/how-can-you-use-ssrs-expression-to-calculate-sum-and-average-in-tabular-report,How can you use SSRS expression to calculate sum and average in tabular report,2022-05-28T06:55:12+00:00,"['reporting-services', 'helper', 'tabular', 'calculation']","['reporting-services', 'ssrs']",generic_ssrs_syntax_debug,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__wrong total
74393963,https://stackoverflow.com/questions/74393963/im-trying-to-aggregate-a-measure-in-power-bi-report-builder-and-getting-nowhere,I&#39;m trying to aggregate a measure in Power BI Report Builder and getting nowhere,2022-11-10T18:47:41+00:00,"['reporting-services', 'reportbuilder']","['reportbuilder', 'reporting-services']",metric_validation_or_total_mismatch,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__wrong total
73946595,https://stackoverflow.com/questions/73946595/ssrs-creating-different-headers-for-different-pages-with-page-numbers-and-total,SSRS creating different headers for different pages with page numbers and total number of pages,2022-10-04T10:35:40+00:00,"['reporting-services', 'header', 'page-numbering']","['reporting-services', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__wrong total
68833487,https://stackoverflow.com/questions/68833487/ssrs-report-badges,SSRS Report - Badges,2021-08-18T13:36:22+00:00,"['reporting-services', 'visual-studio-2017', 'ssrs-2017']","['reporting-services', 'ssrs']",true_reporting_workflow_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__wrong total
72310071,https://stackoverflow.com/questions/72310071/iif-and-dateadd-issue-in-ssrs-report,IIF and DATEADD Issue in SSRS Report,2022-05-19T19:24:15+00:00,"['visual-studio', 'reporting-services', 'ssrs-2016']","['reporting-services', 'ssrs']",generic_ssrs_syntax_debug,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__wrong total
68476633,https://stackoverflow.com/questions/68476633/iif-statement-is-showing-a-0-where-i-know-there-is-a-value,IIF statement is showing a 0 where I know there is a value,2021-07-21T21:25:41+00:00,"['sql', 'reporting-services']","['reporting-services', 'ssrs']",generic_ssrs_syntax_debug,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__wrong total
76436682,https://stackoverflow.com/questions/76436682/expression-if-statement-ignored-conditions-on-few-columns,Expression IF statement ignored conditions on few columns,2023-06-09T01:42:14+00:00,"['sql', 'sql-server', 'reporting-services']","['reporting-services', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__wrong total
74804589,https://stackoverflow.com/questions/74804589/ssrs-expression-to-hide-all-rows-containing-a-field-with-a-matching-value-based,SSRS Expression to hide all rows containing a field with a matching value based on the value of a different field in the row?,2022-12-14T21:56:39+00:00,"['sql', 'reporting-services']","['reporting-services', 'ssrs']",generic_ssrs_syntax_debug,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
71859828,https://stackoverflow.com/questions/71859828/group-by-and-coalesce-cannot-be-combined-gives-an-error,"Group-by and coalesce cannot be combined, gives an error?",2022-04-13T15:11:43+00:00,"['sql', 'sql-server', 'reporting-services', 'group-by', 'coalesce']","['reporting-services', 'ssrs']",metric_validation_or_total_mismatch,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
73479600,https://stackoverflow.com/questions/73479600/using-ssrs-in-visual-studio-i-am-trying-to-join-two-different-datasets-using-a-d,Using SSRS in Visual Studio I am trying to join two different datasets using a date,2022-08-24T21:21:21+00:00,"['sql', 'reporting-services', 'ssms']","['reporting-services', 'ssrs']",generic_ssrs_syntax_debug,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
74488215,https://stackoverflow.com/questions/74488215/ssrs-2016-report-delivery-extension-to-send-report-email-via-microsoftgraphazu,"SSRS 2016: Report Delivery Extension to send report email via MicrosoftGraph&amp;AzureIdentity, but error in assembly version of Microsoft.Identity.Client",2022-11-18T10:24:59+00:00,"['reporting-services', 'ssrs-2016', 'microsoft-graph-mail', 'azure-identity']","['reporting-services', 'ssrs', 'subscription']",server_deployment_or_config_noise,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
69331488,https://stackoverflow.com/questions/69331488/ssrs-grouping-paging,SSRS Grouping &amp; Paging,2021-09-26T02:55:44+00:00,"['visual-studio', 'reporting-services']","['reporting-services', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
68846518,https://stackoverflow.com/questions/68846518/ssrs-report-datetime-parameters-do-not-support-milliseconds-previews-correctly,SSRS Report DateTime Parameters Do Not Support Milliseconds - Previews Correctly in Visual Studio But No Records in SSRS,2021-08-19T10:55:58+00:00,"['sql-server', 'datetime', 'reporting-services', 'parameters']","['reporting-services', 'ssrs']",server_deployment_or_config_noise,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
69467322,https://stackoverflow.com/questions/69467322/sql-query-to-pull-date-range-with-missing-dates-in-a-table,SQL Query to pull date range with missing dates in a table,2021-10-06T14:08:16+00:00,"['sql', 'date', 'reporting-services']","['reporting-services', 'ssrs', 'subscription']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
68685100,https://stackoverflow.com/questions/68685100/chrome-download-button-downloading-php-file-instead-of-pdf,Chrome Download Button downloading PHP file instead of PDF,2021-08-06T16:52:39+00:00,"['php', 'google-chrome', 'pdf', 'reporting-services']","['reporting-services', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
77060022,https://stackoverflow.com/questions/77060022/dynamics-365-crm-on-premise-new-install-errors-when-creating-a-new-org,Dynamics 365 CRM On Premise New install Errors when Creating a New Org,2023-09-07T13:24:14+00:00,"['reporting-services', 'microsoft-dynamics', 'crm']","['report server', 'reporting-services']",server_deployment_or_config_noise,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
79178745,https://stackoverflow.com/questions/79178745/ssrs-report-files-creation-within-a-parallel-foreachasync-dont-have-filenames-m,SSRS report files creation within a Parallel.ForEachAsync don&#39;t have filenames matching their content on C# .NET 8. Could someone explain the cause?,2024-11-11T18:19:22+00:00,"['c#', '.net-core', 'reporting-services', 'parallel-processing', 'parallel.foreachasync']","['reporting-services', 'ssrs']",server_deployment_or_config_noise,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
78647914,https://stackoverflow.com/questions/78647914/ssrs-subreport-fails-when-dataset-is-added,SSRS Subreport Fails When Dataset Is Added,2024-06-20T13:55:18+00:00,"['reporting-services', 'subreport']","['reporting-services', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
75656234,https://stackoverflow.com/questions/75656234/ssrs-display-a-different-word-alias-in-parameter-than-that-in-login-domain,SSRS: Display a different word (alias) in parameter than that in login domain,2023-03-06T22:01:43+00:00,"['reporting-services', 'parameters', 'alias']","['reporting-services', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
78883429,https://stackoverflow.com/questions/78883429/how-to-get-sum-of-certain-values-in-a-column-and-also-the-sum-of-all-the-rows-in,How to get sum of certain values in a column and also the sum of all the rows in Oracle SQL?,2024-08-17T22:57:53+00:00,"['sql', 'oracle-database', 'reporting-services', 'oracle11g', 'ssrs-2008']","['reporting-services', 'ssrs']",true_reporting_workflow_pain,2,True,True,1,1,1,1,0,0,0,0,0,reconciliation_mismatch__reporting_services__not matching
69827078,https://stackoverflow.com/questions/69827078/i-have-a-custom-ssrs-expression-that-is-not-working-properly,I have a custom SSRS Expression that is not working properly,2021-11-03T14:57:36+00:00,"['sql-server', 'reporting-services']","['reporting-services', 'ssrs']",generic_ssrs_syntax_debug,2,True,True,1,1,1,1,0,0,0,0,0,metric_definition_conflict__sql_server__calculated field
69827078,https://stackoverflow.com/questions/69827078/i-have-a-custom-ssrs-expression-that-is-not-working-properly,I have a custom SSRS Expression that is not working properly,2021-11-03T14:57:36+00:00,"['sql-server', 'reporting-services']","['reporting-services', 'ssrs']",generic_ssrs_syntax_debug,2,True,True,1,1,1,1,0,0,0,0,0,metric_definition_conflict__reporting_services__calculated field
76436682,https://stackoverflow.com/questions/76436682/expression-if-statement-ignored-conditions-on-few-columns,Expression IF statement ignored conditions on few columns,2023-06-09T01:42:14+00:00,"['sql', 'sql-server', 'reporting-services']","['reporting-services', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__sql__rows total
76319367,https://stackoverflow.com/questions/76319367/in-ssrs-reports-how-can-i-set-visibility-to-hide-subtotal-info-in-a-row-that-is,"In SSRS Reports, how can I set visibility to hide subtotal info in a row that is linked to other columns because of grouping?",2023-05-24T00:22:37+00:00,"['sql', 'reporting-services', 'reporting']","['export to excel', 'reporting-services', 'ssrs']",beginner_homework_or_tutorial,2,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__sql__rows total
71859828,https://stackoverflow.com/questions/71859828/group-by-and-coalesce-cannot-be-combined-gives-an-error,"Group-by and coalesce cannot be combined, gives an error?",2022-04-13T15:11:43+00:00,"['sql', 'sql-server', 'reporting-services', 'group-by', 'coalesce']","['reporting-services', 'ssrs']",metric_validation_or_total_mismatch,2,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__sql_server__rows total
74786081,https://stackoverflow.com/questions/74786081/having-a-problem-with-image-datatype-and-duplicated-records-which-make-query-run,Having a problem with IMAGE datatype and duplicated records which make query run for minutes,2022-12-13T14:04:47+00:00,"['sql', 'sql-server', 'query-optimization']","['report viewer', 'ssrs']",true_reporting_workflow_pain,2,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__sql_server__rows total
76436682,https://stackoverflow.com/questions/76436682/expression-if-statement-ignored-conditions-on-few-columns,Expression IF statement ignored conditions on few columns,2023-06-09T01:42:14+00:00,"['sql', 'sql-server', 'reporting-services']","['reporting-services', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__sql_server__rows total
71483439,https://stackoverflow.com/questions/71483439/how-to-create-zero-count-rows-in-recordset-in-power-query-power-bi-when-summar,How to create zero-count rows in recordset in Power Query / Power BI when summarizing data,2022-03-15T13:51:41+00:00,"['powerbi', 'powerquery', 'powerbi-paginated-reports']","['paginated report', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__powerbi__rows total
71483439,https://stackoverflow.com/questions/71483439/how-to-create-zero-count-rows-in-recordset-in-power-query-power-bi-when-summar,How to create zero-count rows in recordset in Power Query / Power BI when summarizing data,2022-03-15T13:51:41+00:00,"['powerbi', 'powerquery', 'powerbi-paginated-reports']","['paginated report', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__powerquery__rows total
79608830,https://stackoverflow.com/questions/79608830/ssrs-csv-export-via-php-curl-returns-incorrect-encoding-e-g-%c3%a2%e2%82%ac-instead-of,"SSRS CSV export via PHP cURL returns incorrect encoding (e.g. &quot;&#226;€“&quot; instead of &quot;–&quot;), but works when downloaded via browser",2025-05-06T13:36:36+00:00,"['php', 'csv', 'curl', 'reporting-services', 'character-encoding']","['reporting-services', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__reporting_services__export csv
70292180,https://stackoverflow.com/questions/70292180/ssrs-aggregate-total-of-max-field-in-row-groups-column-groups,SSRS - Aggregate Total of MAX field in row groups &amp; column groups,2021-12-09T15:07:11+00:00,['reporting-services'],"['reporting-services', 'ssrs']",export_layout_delivery_pain,2,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__reporting_services__rows total
74393963,https://stackoverflow.com/questions/74393963/im-trying-to-aggregate-a-measure-in-power-bi-report-builder-and-getting-nowhere,I&#39;m trying to aggregate a measure in Power BI Report Builder and getting nowhere,2022-11-10T18:47:41+00:00,"['reporting-services', 'reportbuilder']","['reportbuilder', 'reporting-services']",metric_validation_or_total_mismatch,2,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__reporting_services__rows total
71859828,https://stackoverflow.com/questions/71859828/group-by-and-coalesce-cannot-be-combined-gives-an-error,"Group-by and coalesce cannot be combined, gives an error?",2022-04-13T15:11:43+00:00,"['sql', 'sql-server', 'reporting-services', 'group-by', 'coalesce']","['reporting-services', 'ssrs']",metric_validation_or_total_mismatch,2,True,True,1,1,1,1,0,0,0,0,0,export_report_integrity__reporting_services__rows total
