episode_id,source,source_tier,refined_source_slice_name,refined_source_slice_category,reviewed_slice_category,business_context_present,technical_support_context_present,should_count_in_quality_adjusted_balance,should_count_against_slice_aware_weak_debt,denominator_eligibility_category,persona_core_eligible,likely_persona_contribution,reviewer_reason,text_excerpt
google_developer_forums::189630::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Delivery or missing-data issue is clearly tied to business reporting output.,"Issues with dashboard data not showing correctly Hey everyone, Good afternoon. Lately I’ve been running into some weird issues with one of my dashboards. I have a few views inside a report that are supposed to display DDoS attack data from our clients, but for some r… Hey ever..."
google_developer_forums::186334::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"Adding custom HTML Code in Looker Dashboard I have a dashboard of looker studio, where I am displaying all the graphs and different charts and overe there itself , on the right bottom I want to add a chatbot icon where the users like me can chat with the analysis … I have a da..."
google_developer_forums::183137::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"Looker Studio: Scorecard and Table to not mach! Are you guys facing the same issue? Hey guys, recently, I’m getting more and more questions from customers why the same data in Looker Studio does not match when using a scorecard and a table! The issue in detail: I created a sim..."
google_developer_forums::174442::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"Looker Studio scheduled reports not working hello! The scheduled reports from Looker Studio has not worked since November 25th. My team has many reports scheduled to be sent automatically that have been sitting idle for days and our clients are not receiving them. Please, coul..."
google_developer_forums::176720::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"Scorecard Issues with Dimension Control I have a dashboard with three different chart types: a column chart, a donut chart, and a scorecard. There’s a dimension control that lets me switch between five options, which updates the column chart and donut chart. T… I have a dashbo..."
google_developer_forums::166354::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Delivery or missing-data issue is clearly tied to business reporting output.,"Wrong Canvas size in Scheduled Report When I schedule a report in looker studio to be sent by email, it used to match the layout of the dashboard. However, the email report now appears with an A4-sized canvas, while the dashboard layout remains unchanged. As… When I schedule a..."
google_developer_forums::114083::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,Is atomfashion.io source code is available in github Is there any code which replicates atomfashion.io is available / hosted on github (or any git cloud provider) I am just looking for examples or guides to retrieve and display custom dashboard based on embed users attributes...
google_developer_forums::117366::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"""Get Report Link"" in Looker Studio not working When trying to create a unique link back to my report with filters intact, the “Get Report Link” button fails to pop up the window with the link. When trying to create a unique link back to my report with filters intact, the “Get..."
google_developer_forums::179044::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"Unable to remove the ""Expand table to show all rows"" I want to schedule a dashboard delivery in PDF format with the below option disabled but after I save the schedule, it gets enabled again. I checked in my other dashboards but I’m not facing this bug in those dashboards. How..."
google_developer_forums::188480::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,Multiple Scheduled Looks in One Email? From user: I set up 9 Looks in Looker to schedule send via email on the first of each month. Does Looker have the ability to organize the 9 files from those Looks into one email? From user: I set up 9 Looks in Looker to schedule send via...
google_developer_forums::114572::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"Can you update looks based on user input through dashboard? Hi, I have the following use case: I want to create a look which comparing the customer budget against his spending. The problem is, that each customer have different budget, so I want to let the user to input his own..."
google_developer_forums::112927::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Delivery or missing-data issue is clearly tied to business reporting output.,"Dashboard Section Tile / Div Equivalent? Hi all! Still relatively green in the Looker space, but as I’ve been working in Looker, I’ve realized I might be missing (or there might be an opportunity for) a really simple quality of life improvement in the dashboard editor. I’ve be..."
google_developer_forums::116482::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,Unknown Error Just Started Today on Daily/weekly scheduled reports This error is being thrown with schedules. It only began today and no changes have been made to the schedule or report recently. When opening the report through looker it works fine no tiles are broken but not...
google_developer_forums::262153::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,How can I create a dynamic toggle button in a Looker dashboard to switch between two different Looks or KPIs? I have two separate Looks that show different KPIs. I want to add a button in the dashboard (with custom text and color) that allows users to toggle between these two...
google_developer_forums::112611::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"how to make dashboard lok the same on different screens? Hi there, I am trying to make my dashboards look the same across the organisation when each user looks at it with a different screen. Is there a feature that I can use to be sure that all users see my dashboard exactly …..."
google_developer_forums::157976::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"Looker: data error when looker studio send scheduled report I scheduled looker studio report since January, and it didn’t have any issue until last month. But some reasons, looker studio report and scheduled report showed totally different data even though it is same data rang..."
google_developer_forums::162907::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,Looker Studio - Limited Drill Down Functionality In working on a looker studio dashboard and trying to remedy some drill down functionality or gauge if this is even possible. For example here is the table: anelson_0-1723063339525.png 1128×819 49.1 KB I have a drop down with hi...
google_developer_forums::145488::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"Boards - Saving same board with different filters and rename We are looking to allow users to access a comprehensive dashboard, and allow them to bookmark the dashboard, along with whatever filters they set. We want to allow them to save and RENAME the Dashboard link. Example:..."
google_developer_forums::169387::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,Age and Gender dimensions not working We have a few properties under one analytic account on GA4 that all have their own Looker Report for an overview of each individual website. I’m having an issue using the age and gender dimension for only one of the prop… We have a few pro...
google_developer_forums::173349::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"Couldn’t send scheduled email Hello the community, Since few days, I have this message: Couldn’t send scheduled email: “” Data Studio encountered an error running this report and was unable to send scheduled email to recipients. View the report in… Hello the community, Since f..."
google_developer_forums::114920::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or mismatch issue includes both reporting pain and support mechanics.,Looker Studio Datasource broken for Big Query External Link In my Looker Studio report I have some data source connected to Big Query External link table (linked to google cloud storage .csv file) and It’s start broken since the 5th of May (but in Big Query I still query this...
google_developer_forums::168162::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"Waterfall Chart Assistance Hello, I am working in Looker, trying to set up a Waterfall chart for my dashboard. I currently have each part of the waterfall broken out into the different impacts to CM for metrics throughout the funnel . However, the Waterfall chart says it can u..."
google_developer_forums::130099::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"New Dashboard using existing look Good morning, I would like to create a new dashboard by copying and pasting the look present in 4 different dashboards. Is it possible? Thank you :slightly_smiling_face: Good morning, I would like to create a new dashboard by copying and pasti..."
google_developer_forums::159786::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Delivery or missing-data issue is clearly tied to business reporting output.,"Average engagement time per session discrepancy Hi there, I’m creating a Looker Studio dashboard and want to include an average engagement time per session scorecard. Previous community posts suggest that you can achieve this by using user engagement / sessions but th… Hi ther..."
google_developer_forums::176796::02,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Delivery or missing-data issue is clearly tied to business reporting output.,"@jamshed Pivot table is correctly representing your numbers. Your data is one dimensional hence the given layout. Yes and no. Your example is table and not a pivot table meaning you need to transpose your data first and create a table in looker studio. However, you will need t..."
google_developer_forums::114839::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,Can we use multiple connection in model Current scenario: Using single connection Multiple tables are joined in explore in the model file to make a look/dashboard. Need assistance for: As part of migration We are migrating the few tables to different sourc… Current scenario: U...
google_developer_forums::345722::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,Looker copy report not working Is anyone else having a problem with copying a report? I have been trying for 3 days and it just gives this: This site can’t be reached The webpage at https://lookerstudio.google.com/u/0/copyReport might be temporarily down or it may have moved p...
google_developer_forums::156005::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,Auto refresh not working I have set the auto refresh interval to 15 min but still its doesn’t auto refresh. I keep the dashboard open in another window while working on other things I have set the auto refresh interval to 15 min but still its doesn’t auto refresh. I keep the d...
google_developer_forums::168416::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,Update looker studio pro Can’t see workspaces after upgrading to Looker Studio Pro I have a report and its data sources created in Looker Studio and I want to migrate it to Looker Studio Pro. I am unable to view the workspaces. I have attached some screenshots for your referen...
google_developer_forums::181355::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or mismatch issue includes both reporting pain and support mechanics.,Looker studio spam / phishing The thread https://www.googlecloudcommunity.com/gc/forums/v5/forumtopicpage.threadeddetaildisplay.threadeddetailmessagelist:renderloadmoremessages?t:ac=board-id/looker-studio-pro/message-id/7259 was marked as “SolveD” but it is not. So we need a s...
google_developer_forums::114102::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Delivery or missing-data issue is clearly tied to business reporting output.,"Continuing Table rows with break in Looker Hello! I am trying to create a dashboard where I draw data from google sheets into Looker studio to show a monthly report on review scores. However, there are too many rows to fit into one table one a page, which means that users have..."
google_developer_forums::296315::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Delivery or missing-data issue is clearly tied to business reporting output.,Looker Studio Scorecard Formatting Bug Is anyone else experiencing formatting issues since 12/10/25? I logged into my dashboard yesterday and I saw formatting issues that appear to be unrelated to any of my changes. I confirmed this by reverting back to a previous dashboard ve...
google_developer_forums::146590::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Delivery or missing-data issue is clearly tied to business reporting output.,"Change GSC Bulk data export Location Hy there! I am relatively new to BQ, so I have a bunch of questions, which you may find stupid or unlogic, but I promise, I’ll develop my skills and stop asking them:) My question is the following: I have Bulk Data Export set up in Google S..."
google_developer_forums::194260::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,Cross filtering issue on Dashboard is anyone facing Cross filtering issue on Dashboard. The cross filtering is working fine but the highlighting and the dimming of the charts once selected is not working. Is anyone else facing the issue? is anyone facing Cross filtering issue...
google_developer_forums::115824::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Delivery or missing-data issue is clearly tied to business reporting output.,"Is this a bug on Visualization ? In Looker while i created a report adding Dim & Measures , the graph stack size are wrong , if you see y axis label you will understand [here labels are in order like 0,261,331,690,868,384,485] , column bar of value 384 is larger than column ha..."
google_developer_forums::351737::01,google_developer_forums,supporting_validation_source,google_delivery_mismatch_missing_data,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Delivery or missing-data issue is clearly tied to business reporting output.,"PDF Export Issue: Content uniformly shifts downwards Hi everyone, When downloading a PDF from Looker, the content is uniformly shifted downwards. In the attached image, the left side shows the expected view in Looker, and the right side shows the downloaded PDF. My entire team..."
google_developer_forums::191000::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,BigQuery Location Mismatch Error with Datastream I’m getting a location constraint error when trying to create a table that queries data from my Datastream-replicated dataset. Setup: Datastream is replicating data to a BigQuery dataset in us-east1 region I’m trying to create a...
google_developer_forums::126618::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,ambiguous_review_bucket,False,non_core_or_unknown,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"Linking dashboard filters from different views The problem statement is to link dashboard filters from different views. When I link filters from same view, the filters update based on the ones they are linked to. But when I do the same with filters from different views, it doe..."
google_developer_forums::193424::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"Mismatch between Looker Dashboard and BigQuery Hi, I have connected a BigQuery table to Looker, but the results are slightly different, while using the same formula in the field calculation. (no filters are applied in the table in the dashboard) BigQuery Example Co… Hi, I have..."
google_developer_forums::135453::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,ambiguous_review_bucket,False,non_core_or_unknown,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"Using Google Bigquery Storage Write API with high concurrency I have a multi-tenant application with different Bigquery tables for each tenant (about 30 for each). We use bigquery for creating reports of events, changes etc. and we’re currently using legacy streaming insert in..."
google_developer_forums::178110::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Mixed Google delivery slice resolves to reporting output pain more than support noise.,"Running Data & Blend Hey all, hitting a wall with an issue and seeing if I can get some suggestions. I’ve got a BigQuery table added to a Looker dash. It contains data on web events happening during experiments, so the layout is - to simplify - “Experiment” “Variant”, “Date”,..."
google_developer_forums::169381::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"Mismatch in Record Count Between HubSpot and Looker Studio Filters Overview: We are using Coupler as middleware to extract data from HubSpot and push it into Looker Studio. The setup allows us to create reports and visualizations in Looker Studio using HubSpot data. However, w..."
google_developer_forums::191409::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,ambiguous_review_bucket,False,non_core_or_unknown,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"Total for Metrics in a Table Hi, I want to display a table with several metrics in different columns. Alongside these I want to display 3 Dimensions. How can I display a total for each metric column within the table? I can see pivot tables allow “Totals” to be shown but it onl..."
google_developer_forums::136711::02,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,ambiguous_review_bucket,False,non_core_or_unknown,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"There are several options for running Python code connected to your BigQuery DB in Google Cloud, each suited to different needs: Cloud Functions : This serverless compute platform is ideal for running small or infrequent tasks. It allows you to execute code in response to even..."
google_developer_forums::349977::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Mixed Google delivery slice resolves to reporting output pain more than support noise.,"Firebase (GA4) Data Not Appearing in Looker Studio Dashboard I am experiencing an issue where data from my Firebase project (integrated with Google Analytics 4) is not displaying in Looker Studio. The data source is connected, but reports and visualizations are either empty or..."
google_developer_forums::180670::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"Issue with Data Source Connection in Looker Studio Hello, I am experiencing an issue with Looker Studio where I am unable to connect to a data source. The error message displayed is: “Data Set Configuration Error Looker Studio cannot connect to the data set. The data source ha..."
google_developer_forums::174888::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Mixed Google delivery slice resolves to reporting output pain more than support noise.,Scheduler Stops and Unable to send report Manually My scheduled reports suddenly stopped getting published even after creating a copy and re-scheduling the same. When using the button send now while scheduling it says unable to send the report…Requesting community for solution...
google_developer_forums::113011::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,server_deploy_config_noise,False,non_core_or_unknown,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"Is there an option to redirect links for outdated dashboards? Hi all, We have a situation where a new dashboard is replacing an old dashboard, however the links to the two are different. For reasons that are not worth explaining, we can’t give the new dashboard the same name o..."
google_developer_forums::178678::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,server_deploy_config_noise,False,non_core_or_unknown,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"Google Sheets Connector not updating My dashboard works but the data connection is often problematic. Randomly, I’ll pull up the dashboard and it will show data connection errors to my Google Sheets data. Today I opened it and it’s not showing any errors bu… My dashboard works..."
google_developer_forums::113800::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,syntax_formula_debug_noise,False,non_core_or_unknown,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"why is my looker dashboard showing no results - when there are results in explore section Hey folks, I am having an issue whereby there is no results returned from the dashboard, but yet when i went in to explore - I can see the results returned without any error. Anyone have..."
google_developer_forums::108302::02,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,api_sdk_debug_noise,False,non_core_or_unknown,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"I am not at all authoritative in this area so please do NOT take this as a formal Google response. I think of quotas as “guard rails” to prevent accidental over-usage. For example, if I wrote a program that makes an expensive query and accidentally put the API call in a tight..."
google_developer_forums::125312::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,setup_auth_permission_noise,False,non_core_or_unknown,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"Service Account for Looker and BigQuery dataset Hi there, I’m new to GCP and I need to set up a service account so a specific client can use a dashboard of their data which is stored on BigQuery. I’m not quite sure how I do this to set up the appropriate permissions. I’ve look..."
google_developer_forums::136908::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"Control access to query BQ tables from specific project Hi all, So we have 2 GCP project, let’s call them real and playground . There are BQ tables under both, and if someone has access to both projects he/she should be able to see tables under both projects on BQ (assume no d..."
